Frame,Opponent x,Opponent y,AI x,AI y,Opponent Facing,AI Facing,Opponent Action,AI Action,Opponent Action Frame,AI Action Frame,Opponent Jumps Left,AI Jumps Left,Opponent Stock,AI Stock,Opponent Percent,AI Percent,Buttons Pressed,Notes,Frame Process Time
18,42.0,23.450098,-42.0,23.450098,False,True,Action.DOWN_B_STUN,Action.DOWN_B_STUN,3,1,1,1,4,4,0.0,0.0,Empty InputEmpty Input,,
19,42.0,23.450098,-42.0,23.450098,False,True,Action.DOWN_B_AIR,Action.DOWN_B_STUN,1,2,1,1,4,4,0.0,0.0,Empty InputEmpty Input,,
20,42.0,23.450098,-42.0,23.450098,False,True,Action.DOWN_B_GROUND,Action.DOWN_B_STUN,2,3,2,1,4,4,0.0,0.0,"Empty InputPRESS Y
",,
21,42.0,23.450098,-42.0,23.450098,False,True,Action.KNEE_BEND,Action.DOWN_B_AIR,1,1,2,1,4,4,0.0,0.0,Empty InputEmpty Input,,
22,42.0,23.450098,-42.0,23.450098,False,True,Action.KNEE_BEND,Action.DOWN_B_GROUND,2,2,2,2,4,4,0.0,0.0,"PRESS Y
Empty Input",,
23,42.0,23.450098,-42.0,23.450098,False,True,Action.KNEE_BEND,Action.KNEE_BEND,3,1,2,2,4,4,0.0,0.0,"Empty InputPRESS B
SET MAIN 0.5003937007874015 0.1854330708661417
",,
24,42.0,23.450098,-42.0,23.450098,False,True,Action.DOWN_B_STUN,Action.KNEE_BEND,1,2,1,2,4,4,0.0,0.0,Empty InputEmpty Input,,
25,42.0,23.450098,-42.0,23.450098,False,True,Action.DOWN_B_STUN,Action.KNEE_BEND,2,3,1,2,4,4,0.0,0.0,"PRESS B
SET MAIN 0.5003937007874015 0.1854330708661417
Empty Input",,
26,42.0,23.450098,-42.0,23.450098,False,True,Action.DOWN_B_STUN,Action.DOWN_B_STUN,3,1,1,1,4,4,0.0,0.0,Empty InputEmpty Input,,
27,42.0,23.450098,-42.0,23.450098,False,True,Action.DOWN_B_AIR,Action.DOWN_B_STUN,1,2,1,1,4,4,0.0,0.0,Empty InputEmpty Input,,
28,42.0,23.450098,-42.0,23.450098,False,True,Action.DOWN_B_GROUND,Action.DOWN_B_STUN,2,3,2,1,4,4,0.0,0.0,"Empty InputPRESS Y
",,
29,42.0,23.450098,-42.0,23.450098,False,True,Action.KNEE_BEND,Action.DOWN_B_AIR,1,1,2,1,4,4,0.0,0.0,Empty InputEmpty Input,,
30,42.0,23.450098,-42.0,23.450098,False,True,Action.KNEE_BEND,Action.DOWN_B_GROUND,2,2,2,2,4,4,0.0,0.0,"PRESS Y
Empty Input",,
31,42.0,23.450098,-42.0,23.450098,False,True,Action.KNEE_BEND,Action.KNEE_BEND,3,1,2,2,4,4,0.0,0.0,"Empty InputPRESS B
SET MAIN 0.5003937007874015 0.1854330708661417
",,
32,42.0,23.450098,-42.0,23.450098,False,True,Action.DOWN_B_STUN,Action.KNEE_BEND,1,2,1,2,4,4,0.0,0.0,Empty InputEmpty Input,,
